Vertices;Comparacoes;Tempo(seg);;;;;;;;;
3597;25869624;0.00;;;;;;;;;
3598;25884012;0.00;;;;;;;;;
3599;25898404;0.00;;;;;;;;;
3600;25912800;0.00;;;;;;;;;
3601;25927200;0.00;;;;;;;;;
3602;25941604;0.00;;;;;;;;;
3603;25956012;0.00;;;;;;;;;
3604;25970424;0.00;;;;;;;;;
3605;25984840;0.00;;;;;;;;;
3606;25999260;0.00;;;;;;;;;
3607;26013684;0.00;;;;;;;;;
3608;26028112;0.00;;;;;;;;;
3609;26042544;0.00;;;;;;;;;
3610;26056980;0.00;;;;;;;;;
3611;26071420;0.00;;;;;;;;;
3612;26085864;0.00;;;;;;;;;
3613;26100312;0.00;;;;;;;;;
3614;26114764;0.00;;;;;;;;;
3615;26129220;1.00;;;;;;;;;
3616;26143680;0.00;;;;;;;;;
3617;26158144;0.00;;;;;;;;;
3618;26172612;0.00;;;;;;;;;
3619;26187084;0.00;;;;;;;;;
3620;26201560;0.00;;;;;;;;;
3621;26216040;0.00;;;;;;;;;
3622;26230524;0.00;;;;;;;;;
3623;26245012;0.00;;;;;;;;;
3624;26259504;0.00;;;;;;;;;
3625;26274000;0.00;;;;;;;;;
3626;26288500;0.00;;;;;;;;;
3627;26303004;0.00;;;;;;;;;
3628;26317512;0.00;;;;;;;;;
3629;26332024;0.00;;;;;;;;;
3630;26346540;0.00;;;;;;;;;
3631;26361060;0.00;;;;;;;;;
3632;26375584;0.00;;;;;;;;;
3633;26390112;0.00;;;;;;;;;
3634;26404644;0.00;;;;;;;;;
3635;26419180;0.00;;;;;;;;;
3636;26433720;0.00;;;;;;;;;
3637;26448264;0.00;;;;;;;;;
3638;26462812;0.00;;;;;;;;;
3639;26477364;0.00;;;;;;;;;
3640;26491920;0.00;;;;;;;;;
3641;26506480;0.00;;;;;;;;;
3642;26521044;0.00;;;;;;;;;
3643;26535612;0.00;;;;;;;;;
3644;26550184;0.00;;;;;;;;;
3645;26564760;0.00;;;;;;;;;
3646;26579340;0.00;;;;;;;;;
3647;26593924;0.00;;;;;;;;;
3648;26608512;0.00;;;;;;;;;
3649;26623104;0.00;;;;;;;;;
3650;26637700;0.00;;;;;;;;;
3651;26652300;0.00;;;;;;;;;
3652;26666904;0.00;;;;;;;;;
3653;26681512;0.00;;;;;;;;;
3654;26696124;0.00;;;;;;;;;
3655;26710740;0.00;;;;;;;;;
3656;26725360;0.00;;;;;;;;;
3657;26739984;0.00;;;;;;;;;
3658;26754612;0.00;;;;;;;;;
3659;26769244;0.00;;;;;;;;;
3660;26783880;0.00;;;;;;;;;
3661;26798520;0.00;;;;;;;;;
3662;26813164;0.00;;;;;;;;;
3663;26827812;0.00;;;;;;;;;
3664;26842464;0.00;;;;;;;;;
3665;26857120;0.00;;;;;;;;;
3666;26871780;0.00;;;;;;;;;
3667;26886444;0.00;;;;;;;;;
3668;26901112;0.00;;;;;;;;;
3669;26915784;0.00;;;;;;;;;
3670;26930460;0.00;;;;;;;;;
3671;26945140;0.00;;;;;;;;;
3672;26959824;0.00;;;;;;;;;
3673;26974512;0.00;;;;;;;;;
3674;26989204;0.00;;;;;;;;;
3675;27003900;0.00;;;;;;;;;
3676;27018600;0.00;;;;;;;;;
3677;27033304;0.00;;;;;;;;;
3678;27048012;0.00;;;;;;;;;
3679;27062724;0.00;;;;;;;;;
3680;27077440;0.00;;;;;;;;;
3681;27092160;0.00;;;;;;;;;
3682;27106884;0.00;;;;;;;;;
3683;27121612;0.00;;;;;;;;;
3684;27136344;0.00;;;;;;;;;
3685;27151080;1.00;;;;;;;;;
3686;27165820;0.00;;;;;;;;;
3687;27180564;0.00;;;;;;;;;
3688;27195312;0.00;;;;;;;;;
3689;27210064;0.00;;;;;;;;;
3690;27224820;1.00;;;;;;;;;
3691;27239580;0.00;;;;;;;;;
3692;27254344;0.00;;;;;;;;;
3693;27269112;0.00;;;;;;;;;
3694;27283884;0.00;;;;;;;;;
3695;27298660;1.00;;;;;;;;;
3696;27313440;0.00;;;;;;;;;
3697;27328224;0.00;;;;;;;;;
3698;27343012;0.00;;;;;;;;;
3699;27357804;0.00;;;;;;;;;
3700;27372600;1.00;;;;;;;;;
3701;27387400;0.00;;;;;;;;;
3702;27402204;0.00;;;;;;;;;
3703;27417012;0.00;;;;;;;;;
3704;27431824;0.00;;;;;;;;;
3705;27446640;0.00;;;;;;;;;
3706;27461460;0.00;;;;;;;;;
3707;27476284;0.00;;;;;;;;;
3708;27491112;0.00;;;;;;;;;
3709;27505944;0.00;;;;;;;;;
3710;27520780;0.00;;;;;;;;;
3711;27535620;0.00;;;;;;;;;
3712;27550464;0.00;;;;;;;;;
3713;27565312;0.00;;;;;;;;;
3714;27580164;0.00;;;;;;;;;
3715;27595020;0.00;;;;;;;;;
3716;27609880;0.00;;;;;;;;;
3717;27624744;0.00;;;;;;;;;
3718;27639612;0.00;;;;;;;;;
3719;27654484;0.00;;;;;;;;;
3720;27669360;0.00;;;;;;;;;
3721;27684240;0.00;;;;;;;;;
3722;27699124;0.00;;;;;;;;;
3723;27714012;0.00;;;;;;;;;
3724;27728904;0.00;;;;;;;;;
3725;27743800;0.00;;;;;;;;;
3726;27758700;0.00;;;;;;;;;
3727;27773604;0.00;;;;;;;;;
3728;27788512;0.00;;;;;;;;;
3729;27803424;1.00;;;;;;;;;
3730;27818340;0.00;;;;;;;;;
3731;27833260;0.00;;;;;;;;;
3732;27848184;0.00;;;;;;;;;
3733;27863112;0.00;;;;;;;;;
3734;27878044;0.00;;;;;;;;;
3735;27892980;0.00;;;;;;;;;
3736;27907920;0.00;;;;;;;;;
3737;27922864;0.00;;;;;;;;;
3738;27937812;0.00;;;;;;;;;
3739;27952764;0.00;;;;;;;;;
3740;27967720;0.00;;;;;;;;;
3741;27982680;0.00;;;;;;;;;
3742;27997644;0.00;;;;;;;;;
3743;28012612;0.00;;;;;;;;;
3744;28027584;0.00;;;;;;;;;
3745;28042560;0.00;;;;;;;;;
3746;28057540;0.00;;;;;;;;;
3747;28072524;0.00;;;;;;;;;
3748;28087512;1.00;;;;;;;;;
3749;28102504;0.00;;;;;;;;;
3750;28117500;0.00;;;;;;;;;
3751;28132500;0.00;;;;;;;;;
3752;28147504;0.00;;;;;;;;;
3753;28162512;0.00;;;;;;;;;
3754;28177524;0.00;;;;;;;;;
3755;28192540;0.00;;;;;;;;;
3756;28207560;0.00;;;;;;;;;
3757;28222584;0.00;;;;;;;;;
3758;28237612;0.00;;;;;;;;;
3759;28252644;0.00;;;;;;;;;
3760;28267680;0.00;;;;;;;;;
3761;28282720;0.00;;;;;;;;;
3762;28297764;0.00;;;;;;;;;
3763;28312812;0.00;;;;;;;;;
3764;28327864;0.00;;;;;;;;;
3765;28342920;0.00;;;;;;;;;
3766;28357980;0.00;;;;;;;;;
3767;28373044;0.00;;;;;;;;;
3768;28388112;0.00;;;;;;;;;
3769;28403184;0.00;;;;;;;;;
3770;28418260;0.00;;;;;;;;;
3771;28433340;0.00;;;;;;;;;
3772;28448424;0.00;;;;;;;;;
3773;28463512;0.00;;;;;;;;;
3774;28478604;0.00;;;;;;;;;
3775;28493700;0.00;;;;;;;;;
3776;28508800;0.00;;;;;;;;;
3777;28523904;0.00;;;;;;;;;
3778;28539012;0.00;;;;;;;;;
3779;28554124;0.00;;;;;;;;;
3780;28569240;0.00;;;;;;;;;
3781;28584360;1.00;;;;;;;;;
3782;28599484;0.00;;;;;;;;;
3783;28614612;0.00;;;;;;;;;
3784;28629744;0.00;;;;;;;;;
3785;28644880;0.00;;;;;;;;;
3786;28660020;0.00;;;;;;;;;
3787;28675164;0.00;;;;;;;;;
3788;28690312;0.00;;;;;;;;;
3789;28705464;0.00;;;;;;;;;
3790;28720620;0.00;;;;;;;;;
3791;28735780;0.00;;;;;;;;;
3792;28750944;0.00;;;;;;;;;
3793;28766112;0.00;;;;;;;;;
3794;28781284;0.00;;;;;;;;;
3795;28796460;0.00;;;;;;;;;
3796;28811640;0.00;;;;;;;;;
3797;28826824;0.00;;;;;;;;;
3798;28842012;0.00;;;;;;;;;
3799;28857204;0.00;;;;;;;;;
3800;28872400;0.00;;;;;;;;;
3801;28887600;0.00;;;;;;;;;
3802;28902804;0.00;;;;;;;;;
3803;28918012;0.00;;;;;;;;;
3804;28933224;0.00;;;;;;;;;
3805;28948440;0.00;;;;;;;;;
3806;28963660;0.00;;;;;;;;;
3807;28978884;0.00;;;;;;;;;
3808;28994112;0.00;;;;;;;;;
3809;29009344;0.00;;;;;;;;;
3810;29024580;0.00;;;;;;;;;
3811;29039820;0.00;;;;;;;;;
3812;29055064;0.00;;;;;;;;;
3813;29070312;0.00;;;;;;;;;
3814;29085564;0.00;;;;;;;;;
3815;29100820;0.00;;;;;;;;;
3816;29116080;0.00;;;;;;;;;
3817;29131344;0.00;;;;;;;;;
3818;29146612;0.00;;;;;;;;;
3819;29161884;0.00;;;;;;;;;
3820;29177160;0.00;;;;;;;;;
3821;29192440;0.00;;;;;;;;;
3822;29207724;1.00;;;;;;;;;
3823;29223012;0.00;;;;;;;;;
3824;29238304;0.00;;;;;;;;;
3825;29253600;0.00;;;;;;;;;
3826;29268900;0.00;;;;;;;;;
3827;29284204;0.00;;;;;;;;;
3828;29299512;0.00;;;;;;;;;
3829;29314824;0.00;;;;;;;;;
3830;29330140;0.00;;;;;;;;;
3831;29345460;1.00;;;;;;;;;
3832;29360784;0.00;;;;;;;;;
3833;29376112;0.00;;;;;;;;;
3834;29391444;0.00;;;;;;;;;
3835;29406780;0.00;;;;;;;;;
3836;29422120;0.00;;;;;;;;;
3837;29437464;0.00;;;;;;;;;
3838;29452812;0.00;;;;;;;;;
3839;29468164;0.00;;;;;;;;;
3840;29483520;1.00;;;;;;;;;
3841;29498880;0.00;;;;;;;;;
3842;29514244;0.00;;;;;;;;;
3843;29529612;0.00;;;;;;;;;
3844;29544984;0.00;;;;;;;;;
3845;29560360;0.00;;;;;;;;;
3846;29575740;0.00;;;;;;;;;
3847;29591124;0.00;;;;;;;;;
3848;29606512;0.00;;;;;;;;;
3849;29621904;0.00;;;;;;;;;
3850;29637300;0.00;;;;;;;;;
3851;29652700;0.00;;;;;;;;;
3852;29668104;0.00;;;;;;;;;
3853;29683512;1.00;;;;;;;;;
3854;29698924;0.00;;;;;;;;;
3855;29714340;0.00;;;;;;;;;
3856;29729760;0.00;;;;;;;;;
3857;29745184;0.00;;;;;;;;;
3858;29760612;0.00;;;;;;;;;
3859;29776044;0.00;;;;;;;;;
3860;29791480;0.00;;;;;;;;;
3861;29806920;0.00;;;;;;;;;
3862;29822364;0.00;;;;;;;;;
3863;29837812;0.00;;;;;;;;;
3864;29853264;0.00;;;;;;;;;
3865;29868720;0.00;;;;;;;;;
3866;29884180;0.00;;;;;;;;;
3867;29899644;0.00;;;;;;;;;
3868;29915112;0.00;;;;;;;;;
3869;29930584;0.00;;;;;;;;;
3870;29946060;0.00;;;;;;;;;
3871;29961540;0.00;;;;;;;;;
3872;29977024;0.00;;;;;;;;;
3873;29992512;0.00;;;;;;;;;
3874;30008004;0.00;;;;;;;;;
3875;30023500;0.00;;;;;;;;;
3876;30039000;0.00;;;;;;;;;
3877;30054504;0.00;;;;;;;;;
3878;30070012;0.00;;;;;;;;;
3879;30085524;0.00;;;;;;;;;
3880;30101040;0.00;;;;;;;;;
3881;30116560;0.00;;;;;;;;;
3882;30132084;0.00;;;;;;;;;
3883;30147612;0.00;;;;;;;;;
3884;30163144;1.00;;;;;;;;;
3885;30178680;0.00;;;;;;;;;
3886;30194220;0.00;;;;;;;;;
3887;30209764;0.00;;;;;;;;;
3888;30225312;0.00;;;;;;;;;
3889;30240864;0.00;;;;;;;;;
3890;30256420;0.00;;;;;;;;;
3891;30271980;0.00;;;;;;;;;
3892;30287544;0.00;;;;;;;;;
3893;30303112;0.00;;;;;;;;;
3894;30318684;0.00;;;;;;;;;
3895;30334260;0.00;;;;;;;;;
3896;30349840;0.00;;;;;;;;;
3897;30365424;1.00;;;;;;;;;
3898;30381012;0.00;;;;;;;;;
3899;30396604;0.00;;;;;;;;;
3900;30412200;0.00;;;;;;;;;
3901;30427800;0.00;;;;;;;;;
3902;30443404;0.00;;;;;;;;;
3903;30459012;0.00;;;;;;;;;
3904;30474624;0.00;;;;;;;;;
3905;30490240;0.00;;;;;;;;;
3906;30505860;0.00;;;;;;;;;
3907;30521484;0.00;;;;;;;;;
3908;30537112;0.00;;;;;;;;;
3909;30552744;0.00;;;;;;;;;
3910;30568380;0.00;;;;;;;;;
3911;30584020;0.00;;;;;;;;;
3912;30599664;0.00;;;;;;;;;
3913;30615312;0.00;;;;;;;;;
3914;30630964;0.00;;;;;;;;;
3915;30646620;0.00;;;;;;;;;
3916;30662280;0.00;;;;;;;;;
3917;30677944;0.00;;;;;;;;;
3918;30693612;0.00;;;;;;;;;
3919;30709284;0.00;;;;;;;;;
3920;30724960;0.00;;;;;;;;;
3921;30740640;0.00;;;;;;;;;
3922;30756324;0.00;;;;;;;;;
3923;30772012;1.00;;;;;;;;;
3924;30787704;0.00;;;;;;;;;
3925;30803400;0.00;;;;;;;;;
3926;30819100;0.00;;;;;;;;;
3927;30834804;0.00;;;;;;;;;
3928;30850512;0.00;;;;;;;;;
3929;30866224;0.00;;;;;;;;;
3930;30881940;0.00;;;;;;;;;
3931;30897660;0.00;;;;;;;;;
3932;30913384;0.00;;;;;;;;;
3933;30929112;0.00;;;;;;;;;
3934;30944844;0.00;;;;;;;;;
3935;30960580;0.00;;;;;;;;;
3936;30976320;0.00;;;;;;;;;
3937;30992064;0.00;;;;;;;;;
3938;31007812;0.00;;;;;;;;;
3939;31023564;0.00;;;;;;;;;
3940;31039320;1.00;;;;;;;;;
3941;31055080;0.00;;;;;;;;;
3942;31070844;0.00;;;;;;;;;
3943;31086612;0.00;;;;;;;;;
3944;31102384;0.00;;;;;;;;;
3945;31118160;0.00;;;;;;;;;
3946;31133940;0.00;;;;;;;;;
3947;31149724;0.00;;;;;;;;;
3948;31165512;0.00;;;;;;;;;
3949;31181304;0.00;;;;;;;;;
3950;31197100;0.00;;;;;;;;;
3951;31212900;0.00;;;;;;;;;
3952;31228704;0.00;;;;;;;;;
3953;31244512;0.00;;;;;;;;;
3954;31260324;0.00;;;;;;;;;
3955;31276140;0.00;;;;;;;;;
3956;31291960;0.00;;;;;;;;;
3957;31307784;1.00;;;;;;;;;
3958;31323612;0.00;;;;;;;;;
3959;31339444;0.00;;;;;;;;;
3960;31355280;0.00;;;;;;;;;
3961;31371120;0.00;;;;;;;;;
3962;31386964;0.00;;;;;;;;;
3963;31402812;0.00;;;;;;;;;
3964;31418664;0.00;;;;;;;;;
3965;31434520;0.00;;;;;;;;;
3966;31450380;0.00;;;;;;;;;
3967;31466244;0.00;;;;;;;;;
3968;31482112;0.00;;;;;;;;;
3969;31497984;0.00;;;;;;;;;
3970;31513860;0.00;;;;;;;;;
3971;31529740;0.00;;;;;;;;;
3972;31545624;0.00;;;;;;;;;
3973;31561512;0.00;;;;;;;;;
3974;31577404;0.00;;;;;;;;;
3975;31593300;0.00;;;;;;;;;
3976;31609200;0.00;;;;;;;;;
3977;31625104;0.00;;;;;;;;;
3978;31641012;1.00;;;;;;;;;
3979;31656924;0.00;;;;;;;;;
3980;31672840;0.00;;;;;;;;;
3981;31688760;0.00;;;;;;;;;
3982;31704684;1.00;;;;;;;;;
3983;31720612;0.00;;;;;;;;;
3984;31736544;0.00;;;;;;;;;
3985;31752480;0.00;;;;;;;;;
3986;31768420;0.00;;;;;;;;;
3987;31784364;0.00;;;;;;;;;
3988;31800312;0.00;;;;;;;;;
3989;31816264;0.00;;;;;;;;;
3990;31832220;0.00;;;;;;;;;
3991;31848180;0.00;;;;;;;;;
3992;31864144;0.00;;;;;;;;;
3993;31880112;0.00;;;;;;;;;
3994;31896084;1.00;;;;;;;;;
3995;31912060;0.00;;;;;;;;;
3996;31928040;0.00;;;;;;;;;
3997;31944024;0.00;;;;;;;;;
3998;31960012;0.00;;;;;;;;;
3999;31976004;0.00;;;;;;;;;
4000;31992000;0.00;;;;;;;;;
4001;32008000;0.00;;;;;;;;;
4002;32024004;0.00;;;;;;;;;
4003;32040012;0.00;;;;;;;;;
4004;32056024;0.00;;;;;;;;;
4005;32072040;0.00;;;;;;;;;
4006;32088060;0.00;;;;;;;;;
4007;32104084;0.00;;;;;;;;;
4008;32120112;0.00;;;;;;;;;
4009;32136144;0.00;;;;;;;;;
4010;32152180;0.00;;;;;;;;;
4011;32168220;0.00;;;;;;;;;
4012;32184264;0.00;;;;;;;;;
4013;32200312;0.00;;;;;;;;;
4014;32216364;0.00;;;;;;;;;
4015;32232420;0.00;;;;;;;;;
4016;32248480;0.00;;;;;;;;;
4017;32264544;0.00;;;;;;;;;
4018;32280612;0.00;;;;;;;;;
4019;32296684;0.00;;;;;;;;;
4020;32312760;0.00;;;;;;;;;
4021;32328840;0.00;;;;;;;;;
4022;32344924;0.00;;;;;;;;;
4023;32361012;0.00;;;;;;;;;
4024;32377104;0.00;;;;;;;;;
4025;32393200;0.00;;;;;;;;;
4026;32409300;0.00;;;;;;;;;
4027;32425404;1.00;;;;;;;;;
4028;32441512;0.00;;;;;;;;;
4029;32457624;0.00;;;;;;;;;
4030;32473740;0.00;;;;;;;;;
4031;32489860;1.00;;;;;;;;;
4032;32505984;0.00;;;;;;;;;
4033;32522112;0.00;;;;;;;;;
4034;32538244;0.00;;;;;;;;;
4035;32554380;1.00;;;;;;;;;
4036;32570520;0.00;;;;;;;;;
4037;32586664;0.00;;;;;;;;;
4038;32602812;0.00;;;;;;;;;
4039;32618964;0.00;;;;;;;;;
4040;32635120;0.00;;;;;;;;;
4041;32651280;0.00;;;;;;;;;
4042;32667444;0.00;;;;;;;;;
4043;32683612;0.00;;;;;;;;;
4044;32699784;0.00;;;;;;;;;
4045;32715960;0.00;;;;;;;;;
4046;32732140;0.00;;;;;;;;;
4047;32748324;1.00;;;;;;;;;
4048;32764512;0.00;;;;;;;;;
4049;32780704;0.00;;;;;;;;;
4050;32796900;0.00;;;;;;;;;
4051;32813100;1.00;;;;;;;;;
4052;32829304;0.00;;;;;;;;;
4053;32845512;0.00;;;;;;;;;
4054;32861724;0.00;;;;;;;;;
4055;32877940;1.00;;;;;;;;;
4056;32894160;0.00;;;;;;;;;
4057;32910384;0.00;;;;;;;;;
4058;32926612;0.00;;;;;;;;;
4059;32942844;1.00;;;;;;;;;
4060;32959080;0.00;;;;;;;;;
4061;32975320;0.00;;;;;;;;;
4062;32991564;0.00;;;;;;;;;
4063;33007812;0.00;;;;;;;;;
4064;33024064;0.00;;;;;;;;;
4065;33040320;0.00;;;;;;;;;
4066;33056580;0.00;;;;;;;;;
4067;33072844;0.00;;;;;;;;;
4068;33089112;0.00;;;;;;;;;
4069;33105384;0.00;;;;;;;;;
4070;33121660;0.00;;;;;;;;;
4071;33137940;0.00;;;;;;;;;
4072;33154224;0.00;;;;;;;;;
4073;33170512;0.00;;;;;;;;;
4074;33186804;0.00;;;;;;;;;
4075;33203100;0.00;;;;;;;;;
4076;33219400;0.00;;;;;;;;;
4077;33235704;0.00;;;;;;;;;
4078;33252012;0.00;;;;;;;;;
4079;33268324;0.00;;;;;;;;;
4080;33284640;0.00;;;;;;;;;
4081;33300960;0.00;;;;;;;;;
4082;33317284;1.00;;;;;;;;;
4083;33333612;0.00;;;;;;;;;
4084;33349944;0.00;;;;;;;;;
4085;33366280;0.00;;;;;;;;;
4086;33382620;1.00;;;;;;;;;
4087;33398964;0.00;;;;;;;;;
4088;33415312;0.00;;;;;;;;;
4089;33431664;0.00;;;;;;;;;
4090;33448020;1.00;;;;;;;;;
4091;33464380;0.00;;;;;;;;;
4092;33480744;0.00;;;;;;;;;
4093;33497112;0.00;;;;;;;;;
4094;33513484;0.00;;;;;;;;;
4095;33529860;0.00;;;;;;;;;
4096;33546240;0.00;;;;;;;;;
4097;33562624;0.00;;;;;;;;;
4098;33579012;0.00;;;;;;;;;
4099;33595404;0.00;;;;;;;;;
4100;33611800;0.00;;;;;;;;;
4101;33628200;0.00;;;;;;;;;
4102;33644604;0.00;;;;;;;;;
4103;33661012;0.00;;;;;;;;;
4104;33677424;0.00;;;;;;;;;
4105;33693840;0.00;;;;;;;;;
4106;33710260;0.00;;;;;;;;;
4107;33726684;0.00;;;;;;;;;
4108;33743112;0.00;;;;;;;;;
4109;33759544;1.00;;;;;;;;;
4110;33775980;0.00;;;;;;;;;
4111;33792420;0.00;;;;;;;;;
4112;33808864;0.00;;;;;;;;;
4113;33825312;1.00;;;;;;;;;
4114;33841764;0.00;;;;;;;;;
4115;33858220;0.00;;;;;;;;;
4116;33874680;0.00;;;;;;;;;
4117;33891144;0.00;;;;;;;;;
4118;33907612;0.00;;;;;;;;;
4119;33924084;0.00;;;;;;;;;
4120;33940560;0.00;;;;;;;;;
4121;33957040;0.00;;;;;;;;;
4122;33973524;0.00;;;;;;;;;
4123;33990012;0.00;;;;;;;;;
4124;34006504;0.00;;;;;;;;;
4125;34023000;0.00;;;;;;;;;
4126;34039500;0.00;;;;;;;;;
4127;34056004;0.00;;;;;;;;;
4128;34072512;0.00;;;;;;;;;
4129;34089024;0.00;;;;;;;;;
4130;34105540;0.00;;;;;;;;;
4131;34122060;0.00;;;;;;;;;
4132;34138584;0.00;;;;;;;;;
4133;34155112;0.00;;;;;;;;;
4134;34171644;0.00;;;;;;;;;
4135;34188180;0.00;;;;;;;;;
4136;34204720;1.00;;;;;;;;;
4137;34221264;0.00;;;;;;;;;
4138;34237812;0.00;;;;;;;;;
4139;34254364;0.00;;;;;;;;;
4140;34270920;0.00;;;;;;;;;
4141;34287480;0.00;;;;;;;;;
4142;34304044;0.00;;;;;;;;;
4143;34320612;0.00;;;;;;;;;
4144;34337184;0.00;;;;;;;;;
4145;34353760;0.00;;;;;;;;;
4146;34370340;0.00;;;;;;;;;
4147;34386924;0.00;;;;;;;;;
4148;34403512;0.00;;;;;;;;;
4149;34420104;0.00;;;;;;;;;
4150;34436700;0.00;;;;;;;;;
4151;34453300;0.00;;;;;;;;;
4152;34469904;0.00;;;;;;;;;
4153;34486512;0.00;;;;;;;;;
4154;34503124;0.00;;;;;;;;;
4155;34519740;1.00;;;;;;;;;
4156;34536360;0.00;;;;;;;;;
4157;34552984;0.00;;;;;;;;;
4158;34569612;0.00;;;;;;;;;
4159;34586244;1.00;;;;;;;;;
4160;34602880;0.00;;;;;;;;;
4161;34619520;0.00;;;;;;;;;
4162;34636164;0.00;;;;;;;;;
4163;34652812;0.00;;;;;;;;;
4164;34669464;0.00;;;;;;;;;
4165;34686120;0.00;;;;;;;;;
4166;34702780;0.00;;;;;;;;;
4167;34719444;0.00;;;;;;;;;
4168;34736112;0.00;;;;;;;;;
4169;34752784;0.00;;;;;;;;;
4170;34769460;0.00;;;;;;;;;
4171;34786140;0.00;;;;;;;;;
4172;34802824;0.00;;;;;;;;;
4173;34819512;0.00;;;;;;;;;
4174;34836204;0.00;;;;;;;;;
4175;34852900;0.00;;;;;;;;;
4176;34869600;0.00;;;;;;;;;
4177;34886304;0.00;;;;;;;;;
4178;34903012;0.00;;;;;;;;;
4179;34919724;0.00;;;;;;;;;
4180;34936440;0.00;;;;;;;;;
4181;34953160;0.00;;;;;;;;;
4182;34969884;0.00;;;;;;;;;
4183;34986612;0.00;;;;;;;;;
4184;35003344;0.00;;;;;;;;;
4185;35020080;0.00;;;;;;;;;
4186;35036820;0.00;;;;;;;;;
4187;35053564;0.00;;;;;;;;;
4188;35070312;0.00;;;;;;;;;
4189;35087064;0.00;;;;;;;;;
4190;35103820;0.00;;;;;;;;;
4191;35120580;0.00;;;;;;;;;
4192;35137344;1.00;;;;;;;;;
4193;35154112;0.00;;;;;;;;;
4194;35170884;0.00;;;;;;;;;
4195;35187660;0.00;;;;;;;;;
4196;35204440;0.00;;;;;;;;;
4197;35221224;0.00;;;;;;;;;
4198;35238012;0.00;;;;;;;;;
4199;35254804;0.00;;;;;;;;;
4200;35271600;0.00;;;;;;;;;
4201;35288400;0.00;;;;;;;;;
4202;35305204;0.00;;;;;;;;;
4203;35322012;0.00;;;;;;;;;
4204;35338824;0.00;;;;;;;;;
4205;35355640;0.00;;;;;;;;;
4206;35372460;0.00;;;;;;;;;
4207;35389284;0.00;;;;;;;;;
4208;35406112;0.00;;;;;;;;;
4209;35422944;0.00;;;;;;;;;
4210;35439780;1.00;;;;;;;;;
4211;35456620;0.00;;;;;;;;;
4212;35473464;0.00;;;;;;;;;
4213;35490312;0.00;;;;;;;;;
4214;35507164;0.00;;;;;;;;;
4215;35524020;0.00;;;;;;;;;
4216;35540880;0.00;;;;;;;;;
4217;35557744;0.00;;;;;;;;;
4218;35574612;0.00;;;;;;;;;
4219;35591484;0.00;;;;;;;;;
4220;35608360;0.00;;;;;;;;;
4221;35625240;1.00;;;;;;;;;
4222;35642124;0.00;;;;;;;;;
4223;35659012;0.00;;;;;;;;;
4224;35675904;0.00;;;;;;;;;
4225;35692800;0.00;;;;;;;;;
4226;35709700;0.00;;;;;;;;;
4227;35726604;0.00;;;;;;;;;
4228;35743512;1.00;;;;;;;;;
4229;35760424;0.00;;;;;;;;;
4230;35777340;0.00;;;;;;;;;
4231;35794260;0.00;;;;;;;;;
4232;35811184;0.00;;;;;;;;;
4233;35828112;0.00;;;;;;;;;
4234;35845044;0.00;;;;;;;;;
4235;35861980;0.00;;;;;;;;;
4236;35878920;0.00;;;;;;;;;
4237;35895864;0.00;;;;;;;;;
4238;35912812;1.00;;;;;;;;;
4239;35929764;0.00;;;;;;;;;
4240;35946720;0.00;;;;;;;;;
4241;35963680;0.00;;;;;;;;;
4242;35980644;0.00;;;;;;;;;
4243;35997612;0.00;;;;;;;;;
4244;36014584;0.00;;;;;;;;;
4245;36031560;0.00;;;;;;;;;
4246;36048540;0.00;;;;;;;;;
4247;36065524;0.00;;;;;;;;;
4248;36082512;0.00;;;;;;;;;
4249;36099504;0.00;;;;;;;;;
4250;36116500;0.00;;;;;;;;;
4251;36133500;0.00;;;;;;;;;
4252;36150504;0.00;;;;;;;;;
4253;36167512;0.00;;;;;;;;;
4254;36184524;0.00;;;;;;;;;
4255;36201540;0.00;;;;;;;;;
4256;36218560;0.00;;;;;;;;;
4257;36235584;0.00;;;;;;;;;
4258;36252612;1.00;;;;;;;;;
4259;36269644;0.00;;;;;;;;;
4260;36286680;0.00;;;;;;;;;
4261;36303720;0.00;;;;;;;;;
4262;36320764;0.00;;;;;;;;;
4263;36337812;0.00;;;;;;;;;
4264;36354864;0.00;;;;;;;;;
4265;36371920;0.00;;;;;;;;;
4266;36388980;0.00;;;;;;;;;
4267;36406044;0.00;;;;;;;;;
4268;36423112;1.00;;;;;;;;;
4269;36440184;0.00;;;;;;;;;
4270;36457260;0.00;;;;;;;;;
4271;36474340;0.00;;;;;;;;;
4272;36491424;0.00;;;;;;;;;
4273;36508512;0.00;;;;;;;;;
4274;36525604;0.00;;;;;;;;;
4275;36542700;0.00;;;;;;;;;
4276;36559800;0.00;;;;;;;;;
4277;36576904;0.00;;;;;;;;;
4278;36594012;0.00;;;;;;;;;
4279;36611124;0.00;;;;;;;;;
4280;36628240;0.00;;;;;;;;;
4281;36645360;1.00;;;;;;;;;
4282;36662484;0.00;;;;;;;;;
4283;36679612;0.00;;;;;;;;;
4284;36696744;0.00;;;;;;;;;
4285;36713880;0.00;;;;;;;;;
4286;36731020;0.00;;;;;;;;;
4287;36748164;0.00;;;;;;;;;
4288;36765312;0.00;;;;;;;;;
4289;36782464;0.00;;;;;;;;;
4290;36799620;0.00;;;;;;;;;
4291;36816780;0.00;;;;;;;;;
4292;36833944;0.00;;;;;;;;;
4293;36851112;0.00;;;;;;;;;
4294;36868284;0.00;;;;;;;;;
